category,method,path,controller,action,legacy_file,status,note
4-HALL,POST,/deleteDailySchedule,scheduleController,deleteDailySchedule,backend.js,NOT-NEEDED,B6 /schedule/bulk dekker pilot-behov (PM 2026-04-19); daily/special post-pilot hvis etterspurt
4-HALL,POST,/saveDailySchedule,scheduleController,saveDailySchedulePostData,backend.js,NOT-NEEDED,B6 /schedule/bulk dekker pilot-behov (PM 2026-04-19); daily/special post-pilot hvis etterspurt
4-HALL,GET,/schedule/getHalls,scheduleController,getScheduleHalls,backend.js,EXISTS,/api/admin/halls/:id/schedule dekker base
4-HALL,GET,/createSpecialSchedule/:id,scheduleController,createSpecailSchedule,backend.js,NOT-NEEDED,Legacy admin schedule-side — erstattet av /api/admin/halls/:id/schedule
4-HALL,POST,/createDailySpecialSchedule,scheduleController,createDailySpecialSchedulePostData,backend.js,NOT-NEEDED,B6 /schedule/bulk dekker pilot-behov (PM 2026-04-19); daily/special post-pilot hvis etterspurt
4-HALL,POST,/schedule/getMasterHallData,scheduleController,getMasterHallData,backend.js,EXISTS,/api/admin/halls/:id/schedule dekker
4-HALL,GET,/viewSavedDailySchedule/:id,scheduleController,viewSavedDailySchedule,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
4-HALL,GET,/editSavedDailySchedule/:id,scheduleController,editSavedDailySchedule,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
4-HALL,POST,/deleteSavedDailySchedule,scheduleController,deleteSavedDailySchedule,backend.js,NOT-NEEDED,B6 /schedule/bulk dekker pilot-behov (PM 2026-04-19); daily/special post-pilot hvis etterspurt
4-HALL,GET,/viewDailySchduleDetails/:id,scheduleController,viewDailySchduleDetails,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
4-HALL,GET,/getCurrentSubgames/:id,scheduleController,getCurrentSubgames,backend.js,EXISTS,/api/admin/halls/:id/schedule dekker base
4-HALL,GET,/edit-subgame/:id,scheduleController,editSubgame,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
4-HALL,POST,/edit-subgame/:id,scheduleController,editSubgamePostData,backend.js,NOT-NEEDED,Subgames TS-definert (PM 2026-04-19) — ingen runtime-CRUD
4-HALL,GET,/view-subgame/:id,scheduleController,viewSubgame,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
4-HALL,GET,/getGameAgents,scheduleController,getGameAgents,backend.js,EXISTS,/api/admin/halls/:id/schedule dekker base
4-HALL,POST,/agentReady,scheduleController,agentReady,backend.js,EXISTS,/api/admin/halls/:id/schedule dekker
4-HALL,POST,/startManualGame,scheduleController,startManualGame,backend.js,EXISTS,/api/admin/halls/:id/schedule dekker
4-HALL,POST,/stopGame1,scheduleController,stopGame1,backend.js,EXISTS,/api/admin/halls/:id/schedule dekker
4-HALL,GET,/viewGameHistory/:id/,scheduleController,viewGameHistory,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
4-HALL,GET,/viewPhysicalGameHistory/:id/,scheduleController,viewPhysicalGameHistory,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
4-HALL,POST,/addManualWinning/,scheduleController,addWinningManual,backend.js,EXISTS,/api/admin/halls/:id/schedule dekker
2-PLAYER,POST,/player/register,PlayerController,registerPlayer,backend.js,EXISTS,/api/auth/register (public)
4-HALL,GET,/schedule/getAvailableGroupHallsBasedSlots/:type,scheduleController,getAvailableGroupHallsBasedSlots,backend.js,EXISTS,/api/admin/halls/:id/schedule dekker base
4-HALL,GET,/schedule/getSchedulesBySlot,scheduleController,getSchedulesBySlot,backend.js,EXISTS,/api/admin/halls/:id/schedule dekker base
5-WALLET,GET,/addPhysicalTickets,physicalTicketsController,addPhysicalTickets,backend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
5-WALLET,POST,/addPhysicalTickets,physicalTicketsController,addPhysicalTicketsPost,backend.js,EXISTS,B4a /api/admin/physical-tickets/* (PR #197)
5-WALLET,GET,/getPhysicalTickets,physicalTicketsController,getPhysicalTickets,backend.js,EXISTS,B4a /api/admin/physical-tickets/* (PR #197)
5-WALLET,POST,/deletePhysicalTicket,physicalTicketsController,deletePhysicalTicket,backend.js,EXISTS,B4a /api/admin/physical-tickets/* (PR #197)
5-WALLET,GET,/getLastRegisteredId,physicalTicketsController,getLastRegisteredId,backend.js,EXISTS,B4a /api/admin/physical-tickets/* (PR #197)
5-WALLET,GET,/getEditRegisteredId,physicalTicketsController,getEditRegisteredId,backend.js,EXISTS,B4a /api/admin/physical-tickets/* (PR #197)
5-WALLET,POST,/editPhysicalTickets,physicalTicketsController,editPhysicalTicketsPost,backend.js,EXISTS,B4a /api/admin/physical-tickets/* (PR #197)
5-WALLET,POST,/addGamePhysicalTickets,physicalTicketsController,addGamePhysicalTicketsPost,backend.js,EXISTS,B4a /api/admin/physical-tickets/batches/:id/assign-game (PR #197)
5-WALLET,GET,/getSellPhysicalTickets/:gameId,physicalTicketsController,getSellPhysicalTickets,backend.js,EXISTS,B4a /api/admin/physical-tickets/* (PR #197)
5-WALLET,POST,/deleteSellPhysicalTicket,physicalTicketsController,deleteSellPhysicalTicket,backend.js,EXISTS,B4a /api/admin/physical-tickets/* (PR #197)
5-WALLET,POST,/deleteAllSellPhysicalTicket,physicalTicketsController,deleteAllSellPhysicalTicket,backend.js,EXISTS,B4a /api/admin/physical-tickets/* (PR #197)
5-WALLET,GET,/hall/getAgent,physicalTicketsController,getHallAgents,backend.js,EXISTS,B4a /api/admin/physical-tickets/* (PR #197)
5-WALLET,POST,/purchasePhysicalTickets,physicalTicketsController,purchasePhysicalTickets,backend.js,EXISTS,B4a /api/admin/physical-tickets/* (PR #197)
3-GAMEPLAY,GET,/colorDraft,otherGameController,colorDraft,backend.js,NOT-NEEDED,Minigames (WoF/Treasure/Mystery/ColorDraft) dekkes av game-engine config i apps/backend/src/game (PM-beslutning 2026-04-18)
3-GAMEPLAY,POST,/colorDraftEdit,otherGameController,editColordraftPostData,backend.js,NOT-NEEDED,Minigames (WoF/Treasure/Mystery/ColorDraft) dekkes av game-engine config i apps/backend/src/game (PM-beslutning 2026-04-18)
2-PLAYER,GET,/payment/iframe/:checkoutId,PlayerController,verifoneIframe,backend.js,NOT-NEEDED,Legacy mobile-app payment iframe/return — ny stack bruker /api/payments/swedbank/confirm
2-PLAYER,GET,/payment/deposit/response,PlayerController,verifonePaymentResponse,backend.js,NOT-NEEDED,Legacy mobile-app payment iframe/return — ny stack bruker /api/payments/swedbank/confirm
2-PLAYER,POST,/payment/webhook,PlayerController,notification,backend.js,EXISTS,/api/payments/webhook/swedbankpay (BIN-586)
2-PLAYER,POST,/payment/goback,PlayerController,goBacktoAppFromVerifone,backend.js,NOT-NEEDED,Mobile app deep-link — ikke i ny stack
2-PLAYER,GET,/payment/iframe/:checkoutId,PlayerController,swedbankpayIframe,backend.js,NOT-NEEDED,Legacy mobile-app payment iframe/return — ny stack bruker /api/payments/swedbank/confirm
2-PLAYER,GET,/payment/deposit/response,PlayerController,swedbankpayPaymentResponse,backend.js,NOT-NEEDED,Legacy mobile-app payment iframe/return — ny stack bruker /api/payments/swedbank/confirm
2-PLAYER,POST,/payment/webhook,PlayerController,swedbankpayNotification,backend.js,EXISTS,/api/payments/webhook/swedbankpay (BIN-586)
2-PLAYER,POST,/payment/goback,PlayerController,goBacktoAppFromSwedbankpay,backend.js,NOT-NEEDED,Mobile app deep-link — ikke i ny stack
7-AGENT,POST,/agent/dailybalance/add,agentcashinoutController,addDailyBalance,backend.js,EXISTS,B3.8 POST /api/agent/shift/open-day
7-AGENT,GET,/agent/dailybalance/get,agentcashinoutController,getDailyBalance,backend.js,EXISTS,B3.8 GET /api/agent/shift/daily-balance
7-AGENT,GET,/agent/register-user/add,agentcashinoutController,registerUserAddBalanceView,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/agent/register-user/withdraw,agentcashinoutController,registerUserWithdrawBalanceView,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/player/check-validity,agentcashinoutController,checkForValidAgentPlayer,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/agent/register-user/balance/get,agentcashinoutController,getRegisterUserBalance,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/register-user/balance/update,agentcashinoutController,updateRegisterUserBalance,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/player/check-validity-balance,agentcashinoutController,checkForValidAgentBalancePlayer,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/control-daily-balance,agentcashinoutController,controlDailyBalance,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/settlement,agentcashinoutController,settlement,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/agent/settlement/get-date,agentcashinoutController,getSettlementDate,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/agent/unique-id/add,agentcashinoutController,uniqueIdAddBalanceView,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/agent/unique-id/withdraw,agentcashinoutController,uniqueIdWithdrawBalanceView,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/unique-id/check-validity,agentcashinoutController,checkForValidUniqueId,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/agent/unique-id/balance/get,agentcashinoutController,getUniqueIdBalance,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/unique-id/balance/update,agentcashinoutController,updateUniqueIdBalance,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/agent/game/status/pause,agentcashinoutController,agentGameStatusForPause,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/agent/game/get-my-group-halls,agentcashinoutController,getAgentsGroupHalls,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/game/stop,agentcashinoutController,agentGameStop,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/agent/game/status/start,agentcashinoutController,agentGameStatusForStart,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/game/start,agentcashinoutController,agentGameStart,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/agent/cashout/view,agentcashinoutController,viewCashoutDetails,backend.js,NOT-NEEDED,Legacy HTML cashout-render erstattet av React-admin (data via B3.8)
7-AGENT,GET,/agent/cashout/get,agentcashinoutController,getPhysicalCashoutDetails,backend.js,EXISTS,B3.8 GET /api/agent/shift/physical-cashouts + admin-variant
7-AGENT,POST,/agent/wof/reward,agentcashinoutController,wofGameReward,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/game/stop-option,agentcashinoutController,agentGameStopOption,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/agent/sellProduct,agentcashinoutController,productCartPage,backend.js,EXISTS,B3.6 GET /api/agent/products (JSON-liste erstatter HTML render)
7-AGENT,POST,/agent/createCart,agentcashinoutController,createCart,backend.js,EXISTS,B3.6 POST /api/agent/products/carts (PR-tbd)
7-AGENT,GET,/agent/productCheckout,agentcashinoutController,productCheckoutPage,backend.js,EXISTS,B3.6 GET /api/agent/products/carts/:id (JSON-erstatter)
7-AGENT,POST,/agent/placeOrder,agentcashinoutController,placeOrder,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/cancelOrder,agentcashinoutController,cancelOrder,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/agent/physicalCashOut,agentcashinoutController,physicalCashOutPage,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/agent/getGamesInHall,agentcashinoutController,getGamesInHall,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/agent/viewWonTickets/:id,agentcashinoutController,viewWonPhysicalTicketPage,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/agent/getPhysicalWinningInGame,agentcashinoutController,getPhysicalWinningInGame,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/reward-all,agentcashinoutController,rewardAll,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/sellProduct,agentcashinoutController,sellProductAgent,backend.js,EXISTS,B3.6 POST /api/agent/products/carts/:id/finalize (PR-tbd)
7-AGENT,GET,/orderHistory,agentcashinoutController,orderHistoryView,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/getOrderHistory,agentcashinoutController,getOrderHistoryData,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/viewOrder/:cartId,agentcashinoutController,orderDetailsPage,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/game/check-bingo,agentcashinoutController,agentGameCheckBingo,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/game/physical/cash-out,agentcashinoutController,agentphysicalTicketCashout,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/game/physical/add-to-wallet,agentcashinoutController,agentphysicalTicketAddToWallet,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/agent/game/completed,agentcashinoutController,getAgentCompletedGames,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/agent/physical/sell/:gameId,agentcashinoutController,sellagentTicketView,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
5-WALLET,POST,/agent/physical/sell,physicalTicketsController,addPhysicalTicketsPost,backend.js,AGENT-DOMENE,BIN-583 agent cash-ops (PR #200)
7-AGENT,GET,/agent/game/hall-status,agentcashinoutController,getGameHallStatus,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/game/update-hall-status,agentcashinoutController,updateGameHallStatus,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
2-PLAYER,POST,/updatePlayerLanguageIfnotexist,PlayerController,updatePlayerLanguageIfnotexist,backend.js,NOT-NEEDED,Lokalisering utenfor scope
7-AGENT,GET,/agent/upcoming-game/get,agentcashinoutController,getUpcomingGames,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/upcoming-game/stop,agentcashinoutController,stopUpcomingGame,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/upcoming-game/resume,agentcashinoutController,resumeUpcomingGame,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/agent/upcoming-game/check-resume-eligibility,agentcashinoutController,checkResumeAligibility,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,GET,/report/settlement/:id,hallController,individualSettlementView,backend.js,NOT-NEEDED,HTML render erstattet av React-admin (data via B3.3 PDF + B3.8)
7-AGENT,GET,/report/settlement,hallController,getIndividualSettlement,backend.js,EXISTS,B3.3 GET /api/admin/shifts/:shiftId/settlement (PR #205)
7-AGENT,POST,/agent/settlement/edit,agentcashinoutController,editSettlement,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
4-HALL,GET,/tv/:id,scheduleController,redirectToTVScreen,backend.js,NOT-NEEDED,Legacy admin schedule-side — erstattet av /api/admin/halls/:id/schedule
7-AGENT,POST,/agent/metronia/check-connect,machineApiController,checkConnectMetronia,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/metronia/create-ticket,machineApiController,createTicketMetronia,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/metronia/get-balance,machineApiController,getBalanceMetronia,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/metronia/add-balance,machineApiController,addBalanceMetronia,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/metronia/close-ticket,machineApiController,closeTicketMetronia,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/metronia/close-all-tickets,machineApiController,closeAllTicketMetronia,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/create-ticket,machineApiController,createTicketOfMachines,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/add-balance,machineApiController,addBalanceToMachineTickets,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/get-balance,machineApiController,getBalanceOfMachineTickets,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/close-ticket,machineApiController,closeTicketOfMachine,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/close-all-tickets,machineApiController,closeAllTicketOfMachine,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/okbingo/close-all-tickets,machineApiController,closeAllTicketOfOKBingo,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/get-numbers-today,machineApiController,getNumbersOfToday,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
7-AGENT,POST,/agent/okbingo/open-day,machineApiController,openDayOkBingo,backend.js,AGENT-DOMENE,BIN-583 (agent-domene)
2-PLAYER,GET,/player/bankid/redirect,PlayerController,verifyPlayerBankId,backend.js,EXISTS,BankID-redirect dekkes av /api/auth/bankid/callback
2-PLAYER,GET,/player/bankId/iframe/:id,PlayerController,bankIdIframe,backend.js,NOT-NEEDED,Legacy mobile-app payment iframe/return — ny stack bruker /api/payments/swedbank/confirm
2-PLAYER,POST,/player/bankid/goback,PlayerController,goBacktoAppFromBankId,backend.js,NOT-NEEDED,Mobile app deep-link — ikke i ny stack
2-PLAYER,POST,/player/profile/image/update,PlayerController,updateProfileImages,backend.js,NOT-NEEDED,Profile-image utenfor scope
2-PLAYER,POST,/player/verify/update,PlayerController,verifyPlayer,backend.js,EXISTS,BankID-verify-flyt /api/auth/bankid/* (B2)
2-PLAYER,POST,/player/approved/update-flag,PlayerController,updateIfPlayerAlreadyApproved,backend.js,NOT-NEEDED,Legacy idempotens-helper — erstattet av /kyc-status PUT som er idempotent
2-PLAYER,GET,/players/track-spending,PlayerController,trackSpendingView,backend.js,NOT-NEEDED,Legacy HTML track-spending-side — erstattet av /api/wallet/me/transactions + React
2-PLAYER,GET,/players/track-spending/get,PlayerController,getTrackSpendingData,backend.js,EXISTS,B5-rest /api/admin/players/:id/game-history (PR #203)
2-PLAYER,GET,/players/track-spending/transactions/:id,PlayerController,trackSpendingTxView,backend.js,NOT-NEEDED,Legacy HTML track-spending-side — erstattet av /api/wallet/me/transactions + React
2-PLAYER,GET,/players/track-spending/transactions/get/:id,PlayerController,getTrackSpendingTxData,backend.js,EXISTS,B5-rest /api/admin/players/:id/transactions (PR #203)
3-GAMEPLAY,POST,/game1/purchaseTickets,GameController,purchaseTickets,backend.js,EXISTS,Erstattet av socket bet:arm + /api/admin/rooms room-ready
3-GAMEPLAY,GET,/sms-advertisement,advertisementController,view,backend.js,NOT-NEEDED,SMS-advarsler ikke pilot-kritiske; ingen SMS-provider i ny stack (PM-beslutning 2026-04-18)
3-GAMEPLAY,GET,/sms-advertisement/search-players,advertisementController,searchPlayers,backend.js,NOT-NEEDED,SMS-advarsler ikke pilot-kritiske; ingen SMS-provider i ny stack (PM-beslutning 2026-04-18)
3-GAMEPLAY,POST,/sms-advertisement/send-sms-notification,advertisementController,sendSmsNotification,backend.js,NOT-NEEDED,SMS-advarsler ikke pilot-kritiske; ingen SMS-provider i ny stack (PM-beslutning 2026-04-18)
5-WALLET,GET,/notifications/count/hall/:hallId,transactionController,getNotificationsCount,backend.js,EXISTS,/api/notifications dekker
1-AUTH,GET,/backend,Inline,(inline handler),backend.js,NOT-NEEDED,Static page / legacy web bootstrap
1-AUTH,GET,/csvImport,Inline,(inline handler),backend.js,NOT-NEEDED,Static page / legacy web bootstrap
1-AUTH,GET,/webview,Inline,(inline handler),backend.js,NOT-NEEDED,Static page / legacy web bootstrap
5-WALLET,POST,/api/games/candy/launch,Inline,(inline handler),integration.js,EXISTS,BIN-588 ext-wallet / Candy launch covered
5-WALLET,GET,/api/ext-wallet/balance,Inline,(inline handler),integration.js,EXISTS,BIN-588 ext-wallet / Candy launch covered
5-WALLET,POST,/api/ext-wallet/debit,Inline,(inline handler),integration.js,EXISTS,BIN-588 ext-wallet / Candy launch covered
5-WALLET,POST,/api/ext-wallet/credit,Inline,(inline handler),integration.js,EXISTS,BIN-588 ext-wallet / Candy launch covered
5-WALLET,GET,/api/ext-wallet/diag,Inline,(inline handler),integration.js,EXISTS,BIN-588 ext-wallet / Candy launch covered
1-AUTH,GET,/Payment,Auth,payment,frontend.js,NOT-NEEDED,Legacy HTML page — erstattet av /api/auth/* + React
1-AUTH,GET,/resetPassword/:token,Auth,playerResetPassword,frontend.js,NOT-NEEDED,Legacy HTML page — erstattet av /api/auth/* + React
1-AUTH,POST,/resetPassword/:token,Auth,playerPostResetPassword,frontend.js,EXISTS,/api/auth/forgot-password
1-AUTH,GET,/player/reset-password/:token,Auth,resetImportedPlayerPassword,frontend.js,NOT-NEEDED,HTML render (legacy admin UI) — erstattet av React-admin
1-AUTH,POST,/player/reset-password/:token,Auth,postResetImportedPlayerPassword,frontend.js,EXISTS,/api/auth/forgot-password
